Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,PBIno,lane,games,rank,wrdiff
Karthus,61.32,5.97,58.11,3.78,5.82,13.0,4.049844236760124,bottom lane,424,CHALLENGER,3.210000000000001
Talon,61.55,12.08,58.11,11.37,24.14,52.0,15.116279069767453,jungle lane,1277,CHALLENGER,3.4399999999999977
Riven,63.98,11.22,58.11,4.97,6.57,31.0,5.281090289608179,top lane,558,CHALLENGER,5.869999999999997
Zed,63.11,9.75,58.11,9.17,29.94,65.0,13.0,middle lane,1030,CHALLENGER,5.0
Thresh,60.95,8.97,58.11,4.51,5.49,14.0,4.929577464788727,support lane,507,CHALLENGER,2.8400000000000034
Lee Sin,59.6,7.42,58.11,15.12,11.29,25.0,16.778523489932862,jungle lane,1698,CHALLENGER,1.490000000000002
Ahri,60.5,11.0,58.11,13.23,4.12,33.0,13.807531380753135,middle lane,1486,CHALLENGER,2.3900000000000006
Jinx,60.18,8.46,58.11,6.08,1.39,13.0,6.280193236714975,bottom lane,683,CHALLENGER,2.0700000000000003
Senna,62.5,12.05,58.11,7.27,2.16,33.0,7.517084282460136,support lane,816,CHALLENGER,4.390000000000001
Irelia,59.03,4.7,58.11,5.52,13.19,6.0,6.521739130434771,top lane,620,CHALLENGER,0.9200000000000017
Bard,59.14,7.32,58.11,13.40,9.88,15.0,14.56310679611649,support lane,1505,CHALLENGER,1.0300000000000011
Naafiri,59.62,8.32,58.11,10.23,34.67,24.0,15.894039735099359,jungle lane,1149,CHALLENGER,1.509999999999998
Karma,57.55,7.96,58.11,10.97,9.65,-7.0,-12.499999999999948,support lane,1232,CHALLENGER,-0.5600000000000023
Qiyana,59.51,12.92,58.11,9.46,10.10,15.0,10.714285714285726,middle lane,1062,CHALLENGER,1.3999999999999986
Smolder,58.98,7.45,58.11,14.09,15.96,15.0,17.24137931034488,bottom lane,1582,CHALLENGER,0.8699999999999974
Olaf,62.27,7.72,58.11,3.37,2.64,14.0,3.3653846153846123,top lane,379,CHALLENGER,4.160000000000004
Vladimir,61.13,15.06,58.11,6.48,8.38,21.0,6.953642384105953,middle lane,728,CHALLENGER,3.020000000000003
Graves,58.59,5.63,58.11,14.00,21.24,9.0,18.749999999999844,jungle lane,1572,CHALLENGER,0.480000000000004
Nautilus,55.94,8.32,58.11,9.52,11.65,-23.0,-10.599078341013817,support lane,1069,CHALLENGER,-2.1700000000000017
Yunara,58.91,6.27,58.11,9.64,2.30,8.0,10.000000000000036,bottom lane,1083,CHALLENGER,0.7999999999999972
Katarina,61.63,17.01,58.11,6.01,14.55,25.0,7.102272727272721,middle lane,675,CHALLENGER,3.520000000000003
Draven,58.47,11.1,58.11,4.89,24.95,2.0,5.555555555555564,bottom lane,549,CHALLENGER,0.35999999999999943
Camille,63.5,11.33,58.11,3.56,0.99,19.0,3.525046382189239,top lane,400,CHALLENGER,5.390000000000001
Rell,61.43,6.35,58.11,4.48,1.13,15.0,4.518072289156626,support lane,503,CHALLENGER,3.3200000000000003
Master Yi,63.08,15.71,58.11,4.39,13.64,25.0,5.030181086519116,jungle lane,493,CHALLENGER,4.969999999999999
Soraka,59.91,7.16,58.11,4.09,2.25,8.0,4.444444444444452,support lane,459,CHALLENGER,1.7999999999999972
Jayce,57.89,9.21,58.11,9.77,10.76,-2.0,-9.090909090909138,top lane,1097,CHALLENGER,-0.21999999999999886
Jhin,57.09,7.25,58.11,11.68,0.50,-12.0,-11.764705882352986,bottom lane,1312,CHALLENGER,-1.019999999999996
Ekko,61.65,9.37,58.11,4.43,2.93,16.0,4.519774011299436,middle lane,498,CHALLENGER,3.539999999999999
Ashe,60.28,7.47,58.11,10.92,4.38,25.0,11.52073732718893,bottom lane,1226,CHALLENGER,2.1700000000000017
Sona,59.97,10.15,58.11,5.27,1.71,10.0,5.376344086021507,support lane,592,CHALLENGER,1.8599999999999994
Rengar,58.51,7.55,58.11,7.90,27.09,4.0,10.000000000000036,jungle lane,887,CHALLENGER,0.3999999999999986
Darius,61.51,6.35,58.11,2.13,10.16,8.0,2.352941176470589,top lane,239,CHALLENGER,3.3999999999999986
Yasuo,58.77,11.34,58.11,6.24,18.17,5.0,7.5757575757575335,middle lane,701,CHALLENGER,0.6600000000000037
Janna,63.33,7.88,58.11,4.44,2.11,24.0,4.597701149425288,support lane,499,CHALLENGER,5.219999999999999
Vayne,58.87,11.42,58.11,8.98,12.96,8.0,10.526315789473712,top lane,1009,CHALLENGER,0.759999999999998
Ezreal,55.38,6.89,58.11,24.81,16.65,-81.0,-29.670329670329703,bottom lane,2786,CHALLENGER,-2.729999999999997
Bel'Veth,64.39,6.94,58.11,2.48,8.02,17.0,2.707006369426751,jungle lane,278,CHALLENGER,6.280000000000001
Seraphine,57.58,4.28,58.11,6.40,3.26,-4.0,-7.547169811320739,support lane,719,CHALLENGER,-0.5300000000000011
Lucian,57.55,7.9,58.11,10.20,2.89,-6.0,-10.714285714285671,bottom lane,1145,CHALLENGER,-0.5600000000000023
Rek'Sai,61.65,9.57,58.11,3.55,2.32,13.0,3.672316384180792,jungle lane,399,CHALLENGER,3.539999999999999
LeBlanc,59.5,7.65,58.11,6.75,15.80,11.0,7.913669064748198,middle lane,758,CHALLENGER,1.3900000000000006
Gangplank,62.46,14.25,58.11,2.82,4.04,13.0,2.988505747126436,top lane,317,CHALLENGER,4.350000000000001
Lulu,57.18,6.18,58.11,7.38,8.15,-7.0,-7.52688172043011,support lane,829,CHALLENGER,-0.9299999999999997
Aurelion Sol,60.63,17.01,58.11,3.10,0.95,8.0,3.174603174603171,bottom lane,348,CHALLENGER,2.520000000000003
Singed,60.06,5.09,58.11,5.71,1.88,11.0,5.6410256410256325,top lane,641,CHALLENGER,1.9500000000000028
Blitzcrank,60.0,7.39,58.11,3.07,5.89,6.0,3.1746031746031735,support lane,345,CHALLENGER,1.8900000000000006
Nidalee,59.76,7.42,58.11,4.51,2.83,8.0,4.848484848484853,jungle lane,507,CHALLENGER,1.6499999999999986
Samira,60.47,11.21,58.11,4.51,4.43,11.0,4.661016949152543,bottom lane,506,CHALLENGER,2.3599999999999994
Sylas,57.58,10.27,58.11,7.64,10.43,-5.0,-9.433962264150923,middle lane,858,CHALLENGER,-0.5300000000000011
Caitlyn,55.98,6.83,58.11,10.50,17.01,-27.0,-12.676056338028154,bottom lane,1179,CHALLENGER,-2.1300000000000026
Akali,57.03,6.92,58.11,8.04,19.76,-11.0,-10.185185185185201,middle lane,903,CHALLENGER,-1.0799999999999983
Fiora,60.8,4.64,58.11,7.13,9.64,21.0,7.806691449814133,top lane,801,CHALLENGER,2.6899999999999977
Kayn,61.2,11.58,58.11,4.89,3.19,16.0,5.177993527508085,jungle lane,549,CHALLENGER,3.0900000000000034
Pyke,54.66,7.73,58.11,6.97,37.27,-38.0,-11.014492753623179,support lane,783,CHALLENGER,-3.450000000000003
Taliyah,63.18,7.53,58.11,3.75,1.07,19.0,3.7475345167652856,middle lane,421,CHALLENGER,5.07
Viego,58.63,11.48,58.11,8.61,5.59,5.0,9.615384615384558,jungle lane,967,CHALLENGER,0.5200000000000031
Nami,54.96,6.5,58.11,8.70,3.71,-28.0,-8.888888888888893,support lane,977,CHALLENGER,-3.1499999999999986
Jax,56.88,7.85,58.11,4.40,15.88,-6.0,-4.878048780487817,top lane,494,CHALLENGER,-1.2299999999999969
Ambessa,58.65,9.1,58.11,7.92,22.67,6.0,11.111111111111128,jungle lane,890,CHALLENGER,0.5399999999999991
Aurora,58.69,9.52,58.11,8.97,3.40,5.0,8.62068965517244,middle lane,1007,CHALLENGER,0.5799999999999983
Milio,58.2,12.07,58.11,3.37,3.67,0.0,0.0,support lane,378,CHALLENGER,0.09000000000000341
Corki,60.38,7.34,58.11,3.73,0.91,9.0,3.9647577092510957,bottom lane,419,CHALLENGER,2.270000000000003
Leona,59.47,7.0,58.11,3.38,2.91,5.0,3.6764705882352957,support lane,380,CHALLENGER,1.3599999999999994
Hecarim,59.48,16.57,58.11,4.09,8.12,6.0,4.379562043795628,jungle lane,459,CHALLENGER,1.3699999999999974
Zoe,59.14,8.83,58.11,5.36,10.06,6.0,5.825242718446596,middle lane,602,CHALLENGER,1.0300000000000011
Elise,58.1,4.43,58.11,2.25,3.43,0.0,0.0,support lane,253,CHALLENGER,-0.00999999999999801
Orianna,58.02,5.97,58.11,5.94,3.25,-1.0,-11.111111111111567,middle lane,667,CHALLENGER,-0.0899999999999963
Kha'Zix,56.89,5.46,58.11,7.17,4.58,-9.0,-7.377049180327876,jungle lane,805,CHALLENGER,-1.2199999999999989
Akshan,60.54,7.93,58.11,5.62,6.38,15.0,6.17283950617284,middle lane,631,CHALLENGER,2.4299999999999997
Aatrox,59.38,4.79,58.11,3.46,6.25,5.0,3.9370078740157384,jungle lane,389,CHALLENGER,1.2700000000000031
Neeko,58.76,14.27,58.11,3.30,1.05,2.0,3.0769230769230838,support lane,371,CHALLENGER,0.6499999999999986
Twisted Fate,58.52,5.78,58.11,5.90,0.77,2.0,4.878048780487761,middle lane,663,CHALLENGER,0.4100000000000037
Rumble,59.57,9.26,58.11,4.10,3.49,6.0,4.109589041095888,top lane,460,CHALLENGER,1.4600000000000009
Kalista,62.24,7.8,58.11,4.22,0.41,18.0,4.358353510895881,bottom lane,474,CHALLENGER,4.130000000000003
Rakan,59.34,5.49,58.11,2.96,0.69,4.0,3.2520325203251925,support lane,332,CHALLENGER,1.230000000000004
Jarvan IV,57.19,8.52,58.11,11.52,2.48,-11.0,-11.956521739130412,jungle lane,1294,CHALLENGER,-0.9200000000000017
Lux,53.38,6.2,58.11,2.64,1.15,-13.0,-2.748414376321355,support lane,296,CHALLENGER,-4.729999999999997
Lissandra,57.11,4.37,58.11,4.38,2.41,-4.0,-4.0,middle lane,492,CHALLENGER,-1.0
Kai'Sa,54.11,7.03,58.11,12.03,2.41,-49.0,-12.25,bottom lane,1351,CHALLENGER,-4.0
Zaahen,62.98,11.92,58.11,1.61,1.75,8.0,1.6427104722792616,top lane,181,CHALLENGER,4.869999999999997
Shaco,59.34,13.58,58.11,2.72,8.57,4.0,3.2520325203251925,jungle lane,305,CHALLENGER,1.230000000000004
Brand,61.85,10.72,58.11,2.89,5.02,11.0,2.9411764705882337,bottom lane,325,CHALLENGER,3.740000000000002
Shen,59.55,14.99,58.11,2.38,1.48,3.0,2.0833333333333366,top lane,267,CHALLENGER,1.4399999999999977
Syndra,59.12,5.81,58.11,5.27,3.41,6.0,5.940594059405952,middle lane,592,CHALLENGER,1.009999999999998
Xin Zhao,55.75,5.27,58.11,10.44,4.61,-26.0,-11.016949152542376,jungle lane,1173,CHALLENGER,-2.3599999999999994
Kayle,62.82,19.49,58.11,2.08,3.28,10.0,2.123142250530785,middle lane,234,CHALLENGER,4.710000000000001
Xayah,63.26,8.2,58.11,2.35,0.53,12.0,2.3300970873786415,bottom lane,264,CHALLENGER,5.149999999999999
Alistar,56.78,7.61,58.11,3.81,2.06,-5.0,-3.7593984962406064,support lane,428,CHALLENGER,-1.3299999999999983
Twitch,57.91,11.4,58.11,3.15,4.53,-1.0,-4.999999999999929,bottom lane,354,CHALLENGER,-0.20000000000000284
Pantheon,57.57,8.03,58.11,4.47,1.39,-2.0,-3.7037037037037095,jungle lane,502,CHALLENGER,-0.5399999999999991
Garen,59.39,15.83,58.11,2.61,2.83,3.0,2.343749999999998,top lane,293,CHALLENGER,1.2800000000000011
Diana,58.04,1.37,58.11,4.10,2.82,0.0,0.0,middle lane,460,CHALLENGER,-0.07000000000000028
Anivia,56.27,1.29,58.11,4.68,7.25,-9.0,-4.891304347826097,middle lane,526,CHALLENGER,-1.8399999999999963
Swain,59.35,11.27,58.11,2.48,0.89,3.0,2.4193548387096735,bottom lane,278,CHALLENGER,1.240000000000002
Braum,57.35,5.01,58.11,3.09,9.00,-3.0,-3.947368421052642,support lane,347,CHALLENGER,-0.759999999999998
Fiddlesticks,64.33,10.67,58.11,1.52,2.23,10.0,1.6077170418006435,jungle lane,171,CHALLENGER,6.219999999999999
Tryndamere,59.46,11.46,58.11,2.64,1.77,4.0,2.9629629629629597,top lane,296,CHALLENGER,1.3500000000000014
Aphelios,59.22,6.74,58.11,3.43,1.46,4.0,3.6036036036036054,bottom lane,385,CHALLENGER,1.1099999999999994
Yone,55.11,11.19,58.11,6.45,1.97,-20.0,-6.666666666666667,middle lane,724,CHALLENGER,-3.0
Ryze,57.07,5.99,58.11,7.24,1.58,-8.0,-7.692307692307699,middle lane,813,CHALLENGER,-1.0399999999999991
Nunu & Willump,62.69,15.32,58.11,2.32,1.00,11.0,2.4017467248908306,jungle lane,260,CHALLENGER,4.579999999999998
Varus,56.44,7.29,58.11,5.60,5.44,-10.0,-5.988023952095802,top lane,629,CHALLENGER,-1.6700000000000017
Viktor,57.37,7.94,58.11,8.82,4.15,-7.0,-9.459459459459435,middle lane,990,CHALLENGER,-0.740000000000002
Zeri,57.19,13.67,58.11,6.01,0.36,-6.0,-6.521739130434771,bottom lane,675,CHALLENGER,-0.9200000000000017
Veigar,60.54,16.1,58.11,1.65,0.39,4.0,1.6460905349794241,bottom lane,185,CHALLENGER,2.4299999999999997
Xerath,56.46,1.65,58.11,3.72,2.70,-6.0,-3.6363636363636394,middle lane,418,CHALLENGER,-1.6499999999999986
Zac,60.56,9.8,58.11,1.90,1.55,5.0,2.04081632653061,jungle lane,213,CHALLENGER,2.450000000000003
Gwen,60.2,8.28,58.11,1.75,3.32,4.0,1.9138755980861213,top lane,196,CHALLENGER,2.0900000000000034
Taric,57.83,6.34,58.11,1.48,0.15,0.0,0.0,support lane,166,CHALLENGER,-0.28000000000000114
Shyvana,58.99,15.79,58.11,2.48,3.35,2.0,2.2727272727272663,jungle lane,278,CHALLENGER,0.8800000000000026
Vel'Koz,56.25,17.5,58.11,1.57,0.92,-3.0,-1.6129032258064522,bottom lane,176,CHALLENGER,-1.8599999999999994
Sett,65.38,9.03,58.11,1.16,1.06,9.0,1.2379642365887213,top lane,130,CHALLENGER,7.269999999999996
Hwei,60.22,5.72,58.11,3.27,1.31,7.0,3.3175355450236976,middle lane,367,CHALLENGER,2.1099999999999994
Annie,60.17,7.16,58.11,7.18,1.07,15.0,7.281553398058245,middle lane,806,CHALLENGER,2.0600000000000023
Zilean,50.0,5.21,58.11,2.14,2.03,-18.0,-2.219482120838471,support lane,240,CHALLENGER,-8.11
Udyr,61.4,10.85,58.11,1.52,1.92,5.0,1.5197568389057754,jungle lane,171,CHALLENGER,3.289999999999999
Poppy,64.44,22.27,58.11,1.60,4.71,11.0,1.737756714060032,top lane,180,CHALLENGER,6.329999999999998
Nilah,64.03,20.19,58.11,1.24,2.19,8.0,1.3513513513513509,bottom lane,139,CHALLENGER,5.920000000000002
Urgot,65.14,9.86,58.11,0.97,0.65,7.0,0.9957325746799429,top lane,109,CHALLENGER,7.030000000000001
Nocturne,58.0,5.59,58.11,4.73,5.65,-1.0,-9.090909090909138,jungle lane,531,CHALLENGER,-0.10999999999999943
Yuumi,43.84,-1.32,58.11,1.30,6.35,-20.0,-1.4015416958654523,support lane,146,CHALLENGER,-14.269999999999996
Cassiopeia,56.8,9.64,58.11,4.45,2.62,-6.0,-4.580152671755717,middle lane,500,CHALLENGER,-1.3100000000000023
Kog'Maw,57.95,7.95,58.11,1.57,0.39,0.0,0.0,bottom lane,176,CHALLENGER,-0.1599999999999966
Lillia,59.37,8.38,58.11,3.37,1.36,4.0,3.1746031746031798,jungle lane,379,CHALLENGER,1.259999999999998
Teemo,61.03,6.48,58.11,1.74,1.86,5.0,1.7123287671232867,top lane,195,CHALLENGER,2.9200000000000017
Miss Fortune,54.2,4.2,58.11,2.55,0.21,-10.0,-2.5575447570332503,bottom lane,286,CHALLENGER,-3.9099999999999966
Skarner,55.38,8.05,58.11,1.66,0.30,-5.0,-1.8315018315018337,jungle lane,186,CHALLENGER,-2.729999999999997
Sivir,53.18,4.67,58.11,3.50,2.18,-18.0,-3.6511156186612577,bottom lane,393,CHALLENGER,-4.93
Kennen,59.78,11.81,58.11,1.64,2.24,3.0,1.7964071856287407,top lane,184,CHALLENGER,1.6700000000000017
Fizz,59.59,9.31,58.11,2.60,1.90,4.0,2.7027027027026955,middle lane,292,CHALLENGER,1.480000000000004
Evelynn,62.59,20.09,58.11,1.24,2.39,6.0,1.339285714285713,jungle lane,139,CHALLENGER,4.480000000000004
Kassadin,57.02,6.29,58.11,5.26,4.94,-6.0,-5.504587155963321,middle lane,591,CHALLENGER,-1.0899999999999963
Volibear,64.04,25.58,58.11,1.02,0.92,6.0,1.011804384485665,top lane,114,CHALLENGER,5.930000000000007
Tristana,53.16,7.84,58.11,2.68,0.96,-13.0,-2.626262626262625,bottom lane,301,CHALLENGER,-4.950000000000003
Malphite,54.77,6.79,58.11,3.27,16.90,-13.0,-3.8922155688622797,top lane,367,CHALLENGER,-3.3399999999999963
Kindred,56.24,3.98,58.11,4.35,3.60,-8.0,-4.278074866310166,jungle lane,489,CHALLENGER,-1.8699999999999974
Nasus,64.29,14.29,58.11,1.00,2.15,6.0,0.9708737864077659,middle lane,112,CHALLENGER,6.180000000000007
Galio,57.47,3.81,58.11,3.45,1.51,-2.0,-3.1249999999999973,middle lane,388,CHALLENGER,-0.6400000000000006
Rammus,62.5,8.33,58.11,1.21,1.46,5.0,1.1389521640091114,jungle lane,136,CHALLENGER,4.390000000000001
Dr. Mundo,56.85,2.95,58.11,1.75,2.46,-2.0,-1.5873015873015899,top lane,197,CHALLENGER,-1.259999999999998
Cho'Gath,58.77,9.83,58.11,2.03,0.39,1.0,1.5151515151515067,top lane,228,CHALLENGER,0.6600000000000037
Mel,52.82,10.68,58.11,2.21,22.83,-15.0,-2.8355387523629494,bottom lane,248,CHALLENGER,-5.289999999999999
Ziggs,52.53,4.3,58.11,2.29,0.29,-13.0,-2.329749103942653,bottom lane,257,CHALLENGER,-5.579999999999998
Kled,57.93,0.35,58.11,1.29,0.65,0.0,0.0,top lane,145,CHALLENGER,-0.17999999999999972
Vi,57.39,9.61,58.11,4.16,0.60,-3.0,-4.166666666666673,jungle lane,467,CHALLENGER,-0.7199999999999989
Yorick,60.45,6.35,58.11,1.58,2.93,4.0,1.7094017094017069,top lane,177,CHALLENGER,2.3400000000000034
Ivern,57.96,8.44,58.11,1.40,0.64,0.0,0.0,jungle lane,157,CHALLENGER,-0.14999999999999858
Trundle,60.95,9.73,58.11,0.93,0.21,3.0,1.056338028169013,top lane,105,CHALLENGER,2.8400000000000034
Zyra,55.03,11.07,58.11,1.33,2.11,-4.0,-1.2987012987012994,jungle lane,149,CHALLENGER,-3.0799999999999983
Sion,49.37,0.35,58.11,4.24,1.12,-37.0,-4.233409610983981,top lane,476,CHALLENGER,-8.740000000000002
Briar,54.05,7.22,58.11,2.31,2.81,-10.0,-2.463054187192117,jungle lane,259,CHALLENGER,-4.060000000000002
Gragas,55.77,4.07,58.11,1.85,0.64,-4.0,-1.7094017094017122,top lane,208,CHALLENGER,-2.3399999999999963
Wukong,50.48,11.15,58.11,0.93,0.51,-7.0,-0.9174311926605502,jungle lane,105,CHALLENGER,-7.630000000000003
K'Sante,51.17,1.66,58.11,4.18,2.55,-30.0,-4.3227665706051885,top lane,469,CHALLENGER,-6.939999999999998
Vex,55.19,13.84,58.11,1.63,1.84,-5.0,-1.7123287671232867,middle lane,183,CHALLENGER,-2.9200000000000017
Azir,55.03,5.95,58.11,3.37,0.36,-10.0,-3.2467532467532485,middle lane,378,CHALLENGER,-3.0799999999999983
Ornn,53.61,2.67,58.11,1.73,0.48,-8.0,-1.7777777777777777,top lane,194,CHALLENGER,-4.5
Gnar,51.82,6.34,58.11,4.40,1.38,-28.0,-4.4515103338632755,top lane,494,CHALLENGER,-6.289999999999999
Renekton,50.28,6.51,58.11,3.19,5.18,-26.0,-3.320561941251597,top lane,358,CHALLENGER,-7.829999999999998
Malzahar,50.94,2.39,58.11,2.38,3.82,-18.0,-2.5104602510460245,middle lane,267,CHALLENGER,-7.170000000000002
Talon,60.91,7.21,57.54,10.52,21.88,45.0,13.353115727002978,jungle lane,4073,G.MASTER,3.3699999999999974
Riven,61.56,9.34,57.54,4.01,6.22,17.0,4.228855721393032,top lane,1553,G.MASTER,4.020000000000003
Seraphine,58.98,7.46,57.54,8.53,3.78,13.0,9.027777777777793,support lane,3303,G.MASTER,1.4399999999999977
Jinx,60.57,10.76,57.54,8.26,1.71,25.0,8.250825082508248,bottom lane,3198,G.MASTER,3.030000000000001
Zed,60.7,8.67,57.54,10.32,29.82,46.0,14.55696202531644,middle lane,3995,G.MASTER,3.1600000000000037
Karthus,62.16,2.71,57.54,3.09,4.40,15.0,3.2467532467532485,bottom lane,1197,G.MASTER,4.619999999999997
Irelia,58.78,8.26,57.54,4.07,13.67,6.0,4.838709677419347,top lane,1577,G.MASTER,1.240000000000002
Qiyana,60.43,6.89,57.54,6.14,7.76,19.0,6.574394463667819,middle lane,2378,G.MASTER,2.8900000000000006
Nami,58.09,8.16,57.54,12.45,3.90,7.0,12.727272727272629,support lane,4822,G.MASTER,0.5500000000000043
Ahri,58.88,7.19,57.54,11.97,4.23,17.0,12.686567164179072,middle lane,4633,G.MASTER,1.3400000000000034
Graves,58.93,8.09,57.54,13.46,22.46,24.0,17.266187050359704,jungle lane,5211,G.MASTER,1.3900000000000006
Bard,58.36,6.34,57.54,10.69,8.47,10.0,12.195121951219509,support lane,4138,G.MASTER,0.8200000000000003
Smolder,59.44,7.5,57.54,19.31,16.10,44.0,23.157894736842124,bottom lane,7476,G.MASTER,1.8999999999999986
Vladimir,60.44,6.58,57.54,5.75,8.43,18.0,6.206896551724141,middle lane,2227,G.MASTER,2.8999999999999986
Hecarim,60.67,10.48,57.54,5.98,8.04,20.0,6.389776357827471,jungle lane,2314,G.MASTER,3.1300000000000026
Thresh,57.4,6.0,57.54,7.76,6.00,-1.0,-7.142857142857114,support lane,3005,G.MASTER,-0.14000000000000057
Katarina,60.02,9.02,57.54,8.93,14.76,26.0,10.483870967741918,middle lane,3459,G.MASTER,2.480000000000004
Senna,58.1,7.37,57.54,7.27,2.24,4.0,7.142857142857114,support lane,2816,G.MASTER,0.5600000000000023
Olaf,60.99,9.18,57.54,2.93,2.63,10.0,2.898550724637679,top lane,1133,G.MASTER,3.450000000000003
Ashe,59.43,6.94,57.54,13.15,4.87,26.0,13.756613756613753,bottom lane,5092,G.MASTER,1.8900000000000006
Karma,55.64,6.57,57.54,11.86,9.34,-25.0,-13.157894736842115,support lane,4592,G.MASTER,-1.8999999999999986
Lee Sin,57.69,6.35,57.54,12.37,10.10,2.0,13.33333333333346,jungle lane,4788,G.MASTER,0.14999999999999858
Ekko,60.38,9.83,57.54,4.20,2.78,12.0,4.225352112676052,middle lane,1628,G.MASTER,2.8400000000000034
Sona,59.92,6.49,57.54,5.30,1.51,13.0,5.462184873949574,support lane,2051,G.MASTER,2.3800000000000026
Draven,57.92,8.0,57.54,7.44,25.65,4.0,10.526315789473614,bottom lane,2880,G.MASTER,0.38000000000000256
Darius,58.94,10.76,57.54,4.03,11.24,6.0,4.28571428571429,top lane,1561,G.MASTER,1.3999999999999986
Lissandra,61.4,11.07,57.54,4.76,2.44,19.0,4.922279792746115,middle lane,1842,G.MASTER,3.8599999999999994
Jayce,57.32,6.06,57.54,7.37,9.44,-2.0,-9.090909090909138,top lane,2854,G.MASTER,-0.21999999999999886
Yasuo,58.19,11.62,57.54,6.31,19.14,5.0,7.692307692307709,middle lane,2442,G.MASTER,0.6499999999999986
Rek'Sai,61.32,6.78,57.54,4.62,2.42,18.0,4.76190476190476,jungle lane,1789,G.MASTER,3.780000000000001
Jax,57.85,9.97,57.54,5.56,15.59,2.0,6.451612903225759,top lane,2154,G.MASTER,0.3100000000000023
Caitlyn,56.86,7.3,57.54,10.33,18.78,-9.0,-13.235294117647065,bottom lane,3999,G.MASTER,-0.6799999999999997
Rell,58.54,4.55,57.54,6.56,1.13,7.0,7.0,support lane,2540,G.MASTER,1.0
Naafiri,57.72,9.41,57.54,9.54,34.35,3.0,16.666666666666693,jungle lane,3694,G.MASTER,0.17999999999999972
Master Yi,60.24,9.67,57.54,6.03,14.30,19.0,7.037037037037029,jungle lane,2334,G.MASTER,2.700000000000003
Anivia,59.51,8.3,57.54,5.08,6.80,11.0,5.583756345177668,middle lane,1966,G.MASTER,1.9699999999999989
Lulu,56.21,7.44,57.54,8.33,8.85,-12.0,-9.022556390977455,support lane,3227,G.MASTER,-1.3299999999999983
Camille,60.38,5.9,57.54,3.12,1.09,9.0,3.1690140845070385,top lane,1209,G.MASTER,2.8400000000000034
Akali,57.63,8.85,57.54,7.67,20.60,1.0,11.11111111111069,middle lane,2969,G.MASTER,0.09000000000000341
Rengar,59.19,12.19,57.54,4.92,25.03,11.0,6.666666666666672,jungle lane,1904,G.MASTER,1.6499999999999986
Nautilus,54.73,5.38,57.54,10.02,12.05,-32.0,-11.387900355871876,support lane,3879,G.MASTER,-2.8100000000000023
Shaco,61.48,8.15,57.54,3.18,8.82,14.0,3.553299492385789,jungle lane,1233,G.MASTER,3.9399999999999977
Vayne,57.37,6.03,57.54,6.15,13.08,-1.0,-5.8823529411764115,top lane,2381,G.MASTER,-0.1700000000000017
Samira,58.39,10.9,57.54,4.54,4.58,4.0,4.705882352941169,bottom lane,1759,G.MASTER,0.8500000000000014
Sylas,57.71,6.24,57.54,7.82,10.83,1.0,5.8823529411764115,middle lane,3029,G.MASTER,0.1700000000000017
Pyke,55.75,5.44,57.54,5.68,37.02,-16.0,-8.938547486033524,support lane,2201,G.MASTER,-1.7899999999999991
Blitzcrank,59.31,9.26,57.54,3.30,6.66,6.0,3.3898305084745703,support lane,1278,G.MASTER,1.7700000000000031
Fiora,59.77,9.67,57.54,3.58,9.76,9.0,4.035874439461876,top lane,1387,G.MASTER,2.230000000000004
Kha'Zix,58.96,8.96,57.54,6.95,4.89,10.0,7.042253521126752,jungle lane,2690,G.MASTER,1.4200000000000017
Jhin,55.23,7.18,57.54,12.44,0.60,-29.0,-12.554112554112542,bottom lane,4818,G.MASTER,-2.3100000000000023
Yone,57.72,9.57,57.54,5.90,2.22,1.0,5.555555555555564,middle lane,2285,G.MASTER,0.17999999999999972
Singed,59.58,6.44,57.54,3.17,1.52,7.0,3.4313725490196094,top lane,1227,G.MASTER,2.039999999999999
Ezreal,54.76,7.38,57.54,23.21,15.34,-76.0,-27.338129496402868,bottom lane,8985,G.MASTER,-2.780000000000001
Xerath,58.17,9.07,57.54,4.41,3.01,3.0,4.761904761904742,middle lane,1707,G.MASTER,0.6300000000000026
Bel'Veth,60.86,10.07,57.54,2.77,7.79,10.0,3.012048192771084,jungle lane,1073,G.MASTER,3.3200000000000003
Janna,57.8,8.71,57.54,5.58,2.00,1.0,3.8461538461538756,support lane,2159,G.MASTER,0.259999999999998
Viego,57.02,9.02,57.54,8.52,6.39,-5.0,-9.61538461538469,jungle lane,3299,G.MASTER,-0.519999999999996
Akshan,58.99,8.27,57.54,4.52,5.96,7.0,4.827586206896542,middle lane,1751,G.MASTER,1.4500000000000028
Yunara,56.74,5.34,57.54,9.98,2.18,-8.0,-10.000000000000036,bottom lane,3865,G.MASTER,-0.7999999999999972
Twisted Fate,57.93,6.51,57.54,5.13,0.74,2.0,5.128205128205121,middle lane,1985,G.MASTER,0.39000000000000057
Soraka,55.72,5.95,57.54,4.24,2.49,-8.0,-4.395604395604395,support lane,1642,G.MASTER,-1.8200000000000003
Corki,59.24,7.38,57.54,4.02,0.89,7.0,4.117647058823523,bottom lane,1558,G.MASTER,1.7000000000000028
Shen,58.88,10.29,57.54,3.42,1.62,5.0,3.73134328358208,top lane,1323,G.MASTER,1.3400000000000034
Kayn,58.7,8.07,57.54,5.76,3.72,7.0,6.034482758620671,jungle lane,2230,G.MASTER,1.1600000000000037
