Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,PBIno,lane,games,rank,wrdiff
Malphite,51.21,-0.37,49.76,7.00,15.31,12.0,8.275862068965502,top lane,130425,SILVER,1.4500000000000028
Graves,49.15,-0.94,49.76,6.65,5.30,-4.0,-6.557377049180334,jungle lane,123928,SILVER,-0.6099999999999994
Twitch,50.23,-0.28,49.76,4.76,8.01,2.0,4.255319148936181,bottom lane,88737,SILVER,0.46999999999999886
Jarvan IV,49.73,-0.39,49.76,3.85,0.72,0.0,0.0,jungle lane,71855,SILVER,-0.030000000000001137
Tryndamere,50.42,-0.14,49.76,4.13,3.44,3.0,4.54545454545452,top lane,77062,SILVER,0.6600000000000037
Zilean,50.54,-0.4,49.76,1.43,0.49,1.0,1.2820512820512802,support lane,26711,SILVER,0.7800000000000011
Teemo,51.84,0.04,49.76,9.25,18.99,24.0,11.538461538461508,top lane,172346,SILVER,2.0800000000000054
Karthus,48.5,-0.68,49.76,1.22,0.31,-2.0,-1.5873015873015899,jungle lane,22705,SILVER,-1.259999999999998
Kog'Maw,51.9,-0.26,49.76,1.40,0.40,3.0,1.4018691588785044,bottom lane,26072,SILVER,2.1400000000000006
Sett,52.03,0.06,49.76,8.14,5.16,19.0,8.370044052863424,top lane,151820,SILVER,2.270000000000003
Jhin,49.26,-0.49,49.76,15.97,4.45,-8.0,-16.0,bottom lane,297626,SILVER,-0.5
Ekko,49.91,-0.1,49.76,3.15,1.95,0.0,0.0,middle lane,58725,SILVER,0.14999999999999858
Mordekaiser,52.21,0.01,49.76,9.88,16.89,29.0,11.836734693877537,top lane,184157,SILVER,2.450000000000003
Vayne,49.45,-0.32,49.76,7.31,11.80,-3.0,-9.677419354838861,bottom lane,136203,SILVER,-0.30999999999999517
Viktor,50.93,-1.03,49.76,4.35,2.35,5.0,4.273504273504267,middle lane,81069,SILVER,1.1700000000000017
Caitlyn,49.58,-0.44,49.76,21.68,30.74,-6.0,-33.333333333333385,bottom lane,404111,SILVER,-0.17999999999999972
Draven,47.32,-0.35,49.76,3.15,7.42,-8.0,-3.278688524590167,bottom lane,58631,SILVER,-2.4399999999999977
Zed,49.42,-0.21,49.76,8.32,24.08,-4.0,-11.76470588235307,middle lane,155007,SILVER,-0.3399999999999963
Kled,50.58,-0.18,49.76,1.08,0.71,1.0,1.2195121951219507,top lane,20195,SILVER,0.8200000000000003
Thresh,49.14,-0.38,49.76,8.55,3.41,-5.0,-8.064516129032292,support lane,159375,SILVER,-0.6199999999999974
Karma,48.89,-0.53,49.76,4.11,2.64,-4.0,-4.597701149425301,support lane,76649,SILVER,-0.8699999999999974
Ahri,49.61,0.02,49.76,9.85,4.64,-2.0,-13.33333333333346,middle lane,183578,SILVER,-0.14999999999999858
Jax,49.66,-0.51,49.76,5.35,9.21,-1.0,-9.999999999999858,top lane,99652,SILVER,-0.10000000000000142
Nilah,53.09,0.03,49.76,1.27,1.99,4.0,1.2012012012011992,bottom lane,23644,SILVER,3.3300000000000054
Ziggs,51.47,-0.38,49.76,1.66,0.91,3.0,1.7543859649122797,bottom lane,30899,SILVER,1.7100000000000009
Urgot,51.11,0.23,49.76,2.81,1.76,4.0,2.9629629629629597,top lane,52395,SILVER,1.3500000000000014
Fizz,51.08,-0.34,49.76,6.19,11.11,9.0,6.818181818181817,middle lane,115436,SILVER,1.3200000000000003
Nautilus,49.06,-0.35,49.76,9.88,12.59,-8.0,-11.428571428571498,support lane,184259,SILVER,-0.6999999999999957
Lucian,47.12,-0.35,49.76,5.87,1.84,-16.0,-6.06060606060606,bottom lane,109490,SILVER,-2.6400000000000006
Ezreal,46.8,-0.54,49.76,14.36,6.51,-45.0,-15.202702702702698,bottom lane,267630,SILVER,-2.960000000000001
Morgana,50.97,-0.12,49.76,10.17,26.04,17.0,14.049586776859494,support lane,189664,SILVER,1.2100000000000009
Yasuo,49.61,-0.15,49.76,11.62,21.00,-2.0,-13.33333333333346,middle lane,216579,SILVER,-0.14999999999999858
Yunara,47.03,-0.17,49.76,4.27,1.98,-12.0,-4.3956043956044,bottom lane,79664,SILVER,-2.729999999999997
Rammus,52.79,-0.45,49.76,2.94,6.55,10.0,3.300330033003299,jungle lane,54769,SILVER,3.030000000000001
Anivia,49.73,-0.04,49.76,2.04,1.71,0.0,0.0,middle lane,38108,SILVER,-0.030000000000001137
Veigar,52.6,0.11,49.76,8.12,4.85,24.0,8.450704225352103,middle lane,151331,SILVER,2.8400000000000034
Lee Sin,46.89,-0.61,49.76,8.97,10.40,-29.0,-10.104529616724747,jungle lane,167252,SILVER,-2.8699999999999974
Corki,46.9,-0.37,49.76,1.04,0.30,-3.0,-1.0489510489510492,bottom lane,19358,SILVER,-2.8599999999999994
Kai'Sa,47.6,-0.57,49.76,11.34,2.09,-25.0,-11.574074074074092,bottom lane,211351,SILVER,-2.1599999999999966
Ornn,50.6,-0.28,49.76,2.98,0.70,3.0,3.571428571428557,top lane,55583,SILVER,0.8400000000000034
Sivir,48.9,-0.08,49.76,2.95,1.67,-3.0,-3.488372093023258,bottom lane,55035,SILVER,-0.8599999999999994
Taric,53.12,0.59,49.76,1.01,0.23,3.0,0.892857142857143,support lane,18852,SILVER,3.3599999999999994
Pantheon,48.52,-0.38,49.76,4.37,2.41,-6.0,-4.8387096774193745,support lane,81432,SILVER,-1.2399999999999949
Rek'Sai,47.08,-0.36,49.76,0.76,0.46,-2.0,-0.746268656716418,jungle lane,14251,SILVER,-2.6799999999999997
Yorick,52.21,-0.23,49.76,6.52,15.21,19.0,7.755102040816317,top lane,121594,SILVER,2.450000000000003
Talon,47.62,0.07,49.76,2.39,1.22,-5.0,-2.3364485981308407,middle lane,44469,SILVER,-2.1400000000000006
Bel'Veth,47.8,-0.52,49.76,1.24,0.95,-2.0,-1.0204081632653057,jungle lane,23045,SILVER,-1.9600000000000009
Amumu,51.87,-0.6,49.76,4.99,3.14,11.0,5.213270142180096,jungle lane,92952,SILVER,2.1099999999999994
Senna,48.97,-0.12,49.76,4.80,1.24,-4.0,-5.063291139240512,support lane,89525,SILVER,-0.7899999999999991
Xayah,49.24,-0.46,49.76,2.94,0.54,-2.0,-3.8461538461538756,bottom lane,54719,SILVER,-0.519999999999996
Poppy,50.3,-0.43,49.76,1.45,0.89,1.0,1.8518518518518547,support lane,26981,SILVER,0.5399999999999991
Illaoi,51.92,0.19,49.76,4.30,11.18,10.0,4.629629629629622,top lane,80132,SILVER,2.1600000000000037
Aphelios,48.59,-0.66,49.76,2.98,1.78,-4.0,-3.4188034188034346,bottom lane,55533,SILVER,-1.1699999999999946
Fiddlesticks,49.6,-0.39,49.76,2.13,0.77,0.0,0.0,jungle lane,39711,SILVER,-0.1599999999999966
Varus,47.02,-0.08,49.76,3.92,2.19,-11.0,-4.014598540145993,bottom lane,73092,SILVER,-2.739999999999995
Bard,48.25,-0.14,49.76,2.41,0.68,-4.0,-2.6490066225165596,support lane,44861,SILVER,-1.509999999999998
Shen,49.52,-0.73,49.76,2.74,0.84,-1.0,-4.166666666666756,top lane,51018,SILVER,-0.23999999999999488
Pyke,48.31,0.01,49.76,5.89,14.08,-10.0,-6.896551724137951,support lane,109839,SILVER,-1.4499999999999957
Tristana,47.99,0.18,49.76,6.02,2.99,-11.0,-6.214689265536737,bottom lane,112179,SILVER,-1.769999999999996
Maokai,50.39,-0.14,49.76,2.15,0.32,1.0,1.5873015873015808,support lane,40013,SILVER,0.6300000000000026
Malzahar,51.89,-0.57,49.76,10.00,20.46,27.0,12.676056338028154,middle lane,186468,SILVER,2.1300000000000026
Ambessa,47.02,-0.81,49.76,1.82,3.70,-5.0,-1.8248175182481785,jungle lane,33978,SILVER,-2.739999999999995
Blitzcrank,49.34,0.03,49.76,5.90,15.04,-3.0,-7.142857142857235,support lane,110025,SILVER,-0.4199999999999946
Nasus,50.05,0.11,49.76,5.04,4.79,2.0,6.896551724137951,top lane,93916,SILVER,0.28999999999999915
Skarner,46.39,-0.37,49.76,0.61,0.17,-2.0,-0.5934718100890212,jungle lane,11301,SILVER,-3.3699999999999974
Zeri,46.53,-0.58,49.76,1.47,0.23,-5.0,-1.5479876160990726,bottom lane,27488,SILVER,-3.229999999999997
Heimerdinger,50.43,0.19,49.76,2.29,6.08,2.0,2.985074626865664,top lane,42781,SILVER,0.6700000000000017
Rengar,44.27,0.04,49.76,2.42,1.45,-13.0,-2.3679417122040096,jungle lane,45078,SILVER,-5.489999999999995
Lulu,48.34,-0.46,49.76,4.80,3.49,-7.0,-4.929577464788752,support lane,89459,SILVER,-1.4199999999999946
Nidalee,43.89,-0.04,49.76,0.98,0.29,-6.0,-1.0221465076660992,jungle lane,18218,SILVER,-5.869999999999997
Kalista,45.2,-0.53,49.76,1.14,0.36,-5.0,-1.0964912280701766,bottom lane,21209,SILVER,-4.559999999999995
Kha'Zix,46.58,-0.54,49.76,3.75,1.93,-12.0,-3.773584905660378,jungle lane,69868,SILVER,-3.1799999999999997
Sylas,48.26,-0.12,49.76,6.27,10.46,-11.0,-7.333333333333333,middle lane,116864,SILVER,-1.5
Shaco,48.42,-0.3,49.76,6.79,31.54,-13.0,-9.70149253731346,jungle lane,126627,SILVER,-1.3399999999999963
Gangplank,48.97,-0.91,49.76,2.80,2.08,-2.0,-2.531645569620256,top lane,52214,SILVER,-0.7899999999999991
Qiyana,45.46,-0.23,49.76,1.36,0.35,-6.0,-1.3953488372093032,middle lane,25395,SILVER,-4.299999999999997
Volibear,50.43,-0.41,49.76,4.34,4.33,3.0,4.477611940298496,top lane,80855,SILVER,0.6700000000000017
Hecarim,43.98,0.13,49.76,2.07,0.67,-12.0,-2.076124567474048,jungle lane,38561,SILVER,-5.780000000000001
Elise,47.87,-0.39,49.76,0.98,0.41,-2.0,-1.058201058201058,jungle lane,18315,SILVER,-1.8900000000000006
Udyr,49.08,-0.55,49.76,1.69,0.54,-1.0,-1.4705882352941182,jungle lane,31463,SILVER,-0.6799999999999997
Wukong,50.07,-0.25,49.76,2.07,0.46,1.0,3.2258064516128795,jungle lane,38593,SILVER,0.3100000000000023
Aatrox,48.13,-0.28,49.76,4.33,6.74,-8.0,-4.907975460122713,top lane,80667,SILVER,-1.6299999999999955
Swain,49.52,-0.31,49.76,5.48,6.75,-1.0,-4.166666666666756,support lane,102140,SILVER,-0.23999999999999488
Akali,48.23,0.06,49.76,8.50,16.70,-16.0,-10.457516339869274,middle lane,158525,SILVER,-1.5300000000000011
Zac,48.76,-0.76,49.76,1.77,0.50,-2.0,-2.0,jungle lane,32938,SILVER,-1.0
Darius,47.63,0.03,49.76,8.97,17.56,-23.0,-10.798122065727723,top lane,167169,SILVER,-2.1299999999999955
Hwei,50.02,0.04,49.76,2.61,1.23,1.0,3.8461538461537703,middle lane,48641,SILVER,0.2600000000000051
Katarina,47.95,-0.31,49.76,5.73,6.22,-11.0,-6.0773480662983586,middle lane,106845,SILVER,-1.8099999999999952
Riven,45.63,-0.41,49.76,2.27,0.67,-9.0,-2.179176755447944,top lane,42325,SILVER,-4.1299999999999955
Kindred,47.16,0.06,49.76,2.62,0.68,-7.0,-2.6923076923076907,jungle lane,48755,SILVER,-2.6000000000000014
Renata Glasc,49.73,-0.18,49.76,0.61,0.15,0.0,0.0,support lane,11308,SILVER,-0.030000000000001137
Zaahen,48.54,-0.02,49.76,2.00,2.41,-3.0,-2.4590163934426252,top lane,37280,SILVER,-1.2199999999999989
Jayce,45.59,-0.65,49.76,2.04,1.35,-9.0,-2.158273381294967,top lane,38107,SILVER,-4.169999999999995
Syndra,49.48,-0.86,49.76,2.74,1.86,-1.0,-3.571428571428557,middle lane,51011,SILVER,-0.28000000000000114
Trundle,50.13,-0.18,49.76,2.26,0.87,1.0,2.7027027027026693,top lane,42071,SILVER,0.37000000000000455
Vi,49.61,-0.24,49.76,4.89,0.97,-1.0,-6.66666666666673,jungle lane,91119,SILVER,-0.14999999999999858
Rakan,48.65,-0.16,49.76,1.96,0.28,-2.0,-1.8018018018018027,support lane,36538,SILVER,-1.1099999999999994
Fiora,47.66,-0.19,49.76,2.46,2.10,-5.0,-2.380952380952379,top lane,45906,SILVER,-2.1000000000000014
Vex,50.22,0.18,49.76,3.96,4.34,2.0,4.3478260869565135,middle lane,73773,SILVER,0.46000000000000085
Braum,49.6,-0.34,49.76,5.07,2.56,-1.0,-6.250000000000133,support lane,94580,SILVER,-0.1599999999999966
LeBlanc,48.15,-0.3,49.76,3.71,11.60,-7.0,-4.347826086956523,middle lane,69169,SILVER,-1.6099999999999994
Renekton,49.9,-0.41,49.76,4.50,2.77,1.0,7.142857142857114,top lane,83895,SILVER,0.14000000000000057
Sejuani,49.57,-0.51,49.76,1.97,0.25,0.0,0.0,jungle lane,36758,SILVER,-0.18999999999999773
Neeko,48.25,0.17,49.76,2.75,1.45,-4.0,-2.6490066225165596,support lane,51294,SILVER,-1.509999999999998
Twisted Fate,48.44,-0.36,49.76,2.44,0.30,-3.0,-2.272727272727272,middle lane,45434,SILVER,-1.3200000000000003
Evelynn,48.71,0.17,49.76,2.12,1.38,-2.0,-1.90476190476191,jungle lane,39470,SILVER,-1.0499999999999972
Alistar,48.43,-0.59,49.76,2.51,1.00,-3.0,-2.2556390977443637,support lane,46863,SILVER,-1.3299999999999983
Camille,46.43,-0.17,49.76,1.29,0.47,-4.0,-1.2012012012012019,top lane,23957,SILVER,-3.3299999999999983
Aurora,48.29,-0.17,49.76,2.58,1.86,-4.0,-2.721088435374152,middle lane,48162,SILVER,-1.4699999999999989
Orianna,46.65,-0.37,49.76,2.55,0.58,-8.0,-2.5723472668810294,middle lane,47466,SILVER,-3.1099999999999994
Rumble,46.84,-0.55,49.76,1.72,0.65,-5.0,-1.7123287671232907,top lane,32040,SILVER,-2.9199999999999946
Ivern,46.83,-0.86,49.76,0.60,0.24,-2.0,-0.6825938566552902,jungle lane,11186,SILVER,-2.9299999999999997
Taliyah,45.52,0.15,49.76,0.69,0.12,-3.0,-0.7075471698113216,middle lane,12850,SILVER,-4.239999999999995
Nunu & Willump,47.72,-0.16,49.76,1.96,0.46,-4.0,-1.960784313725491,jungle lane,36517,SILVER,-2.039999999999999
Cassiopeia,47.31,-0.03,49.76,1.03,0.78,-3.0,-1.2244897959183694,middle lane,19194,SILVER,-2.4499999999999957
Zoe,46.28,-0.2,49.76,2.54,2.44,-9.0,-2.5862068965517264,middle lane,47310,SILVER,-3.479999999999997
Gwen,47.84,-0.16,49.76,2.29,2.00,-4.0,-2.0833333333333393,top lane,42689,SILVER,-1.9199999999999946
Galio,48.67,-0.26,49.76,2.98,1.59,-3.0,-2.7522935779816606,middle lane,55506,SILVER,-1.0899999999999963
Cho'Gath,49.51,-0.15,49.76,2.99,1.24,-1.0,-4.0,top lane,55717,SILVER,-0.25
Akshan,47.21,-0.37,49.76,1.73,1.29,-4.0,-1.568627450980394,middle lane,32166,SILVER,-2.549999999999997
Tahm Kench,49.09,-0.09,49.76,4.22,5.75,-3.0,-4.4776119402985435,support lane,78597,SILVER,-0.6699999999999946
Ryze,47.44,-0.05,49.76,2.11,0.50,-5.0,-2.155172413793103,middle lane,39247,SILVER,-2.3200000000000003
K'Sante,45.08,-0.3,49.76,2.22,1.24,-11.0,-2.3504273504273505,top lane,41351,SILVER,-4.68
Yuumi,48.07,0.13,49.76,4.11,2.94,-7.0,-4.142011834319532,support lane,76552,SILVER,-1.6899999999999977
Kassadin,48.25,0.1,49.76,1.23,0.64,-2.0,-1.3245033112582798,middle lane,22860,SILVER,-1.509999999999998
Kennen,46.46,-0.19,49.76,1.70,1.18,-6.0,-1.8181818181818197,top lane,31697,SILVER,-3.299999999999997
Annie,49.75,-0.56,49.76,2.52,0.95,0.0,0.0,middle lane,47019,SILVER,-0.00999999999999801
Quinn,46.35,-0.27,49.76,1.41,1.24,-5.0,-1.4662756598240483,top lane,26298,SILVER,-3.4099999999999966
Gragas,45.43,0.17,49.76,1.45,0.32,-6.0,-1.3856812933025409,top lane,26974,SILVER,-4.329999999999998
Mel,46.94,0.01,49.76,5.92,38.62,-27.0,-9.574468085106382,middle lane,110284,SILVER,-2.8200000000000003
Gnar,46.99,-0.53,49.76,2.57,0.76,-7.0,-2.5270758122743717,top lane,47863,SILVER,-2.769999999999996
Azir,44.27,-0.84,49.76,1.50,0.42,-8.0,-1.4571948998178519,middle lane,27939,SILVER,-5.489999999999995
Xin Zhao,50.0,-1.21,48.83,7.81,4.07,10.0,8.547008547008534,jungle lane,88162,BRONZE,1.1700000000000017
Seraphine,51.45,-0.7,48.83,16.66,7.56,47.0,17.938931297709892,support lane,188084,BRONZE,2.6200000000000045
Naafiri,53.11,-0.57,48.83,5.87,19.04,31.0,7.242990654205606,middle lane,66338,BRONZE,4.280000000000001
Singed,52.01,-1.18,48.83,1.89,1.14,6.0,1.886792452830189,top lane,21344,BRONZE,3.1799999999999997
Shyvana,53.1,-1.25,48.83,7.61,8.85,36.0,8.43091334894613,jungle lane,85949,BRONZE,4.270000000000003
Xerath,50.66,-1.11,48.83,4.76,11.66,10.0,5.464480874316945,middle lane,53700,BRONZE,1.8299999999999983
Nami,50.08,-1.39,48.83,5.06,1.26,6.0,4.8,support lane,57139,BRONZE,1.25
Sion,50.83,-2.05,48.83,2.93,1.22,6.0,3.0,top lane,33132,BRONZE,2.0
Jax,49.85,-1.22,48.83,6.19,9.31,7.0,6.862745098039195,jungle lane,69846,BRONZE,1.0200000000000031
Soraka,50.09,-0.87,48.83,3.21,1.63,4.0,3.1746031746031615,support lane,36221,BRONZE,1.2600000000000051
Smolder,52.78,-1.45,48.83,10.28,6.83,44.0,11.139240506329106,bottom lane,116104,BRONZE,3.950000000000003
Garen,50.69,-1.23,48.83,10.81,9.80,22.0,11.827956989247316,top lane,122107,BRONZE,1.8599999999999994
Briar,52.06,-1.08,48.83,6.89,15.05,26.0,8.04953560371516,jungle lane,77779,BRONZE,3.230000000000004
Rell,50.21,-1.94,48.83,2.28,0.78,3.0,2.1739130434782568,support lane,25708,BRONZE,1.3800000000000026
Tryndamere,50.51,-1.1,48.83,4.28,3.92,7.0,4.166666666666667,top lane,48333,BRONZE,1.6799999999999997
Karthus,48.7,-0.46,48.83,1.04,0.29,-0.0,-0.0,jungle lane,11761,BRONZE,-0.12999999999999545
Nocturne,50.28,-1.21,48.83,9.28,13.42,16.0,11.034482758620667,jungle lane,104831,BRONZE,1.4500000000000028
Milio,50.48,-0.61,48.83,2.91,1.31,5.0,3.030303030303033,support lane,32808,BRONZE,1.6499999999999986
Vel'Koz,50.42,-1.33,48.83,3.35,1.77,5.0,3.1446540880503075,support lane,37857,BRONZE,1.5900000000000034
Dr. Mundo,50.23,-1.52,48.83,4.57,8.54,7.0,5.000000000000005,top lane,51583,BRONZE,1.3999999999999986
Aurelion Sol,50.28,-1.39,48.83,2.34,1.20,3.0,2.0689655172413755,middle lane,26392,BRONZE,1.4500000000000028
Zyra,50.49,-1.66,48.83,4.40,4.08,8.0,4.819277108433724,support lane,49739,BRONZE,1.6600000000000037
Sona,50.25,-0.82,48.83,3.02,0.33,4.0,2.816901408450701,support lane,34105,BRONZE,1.4200000000000017
Jinx,48.94,-1.42,48.83,13.22,5.74,2.0,18.181818181818276,bottom lane,149277,BRONZE,0.10999999999999943
Graves,48.58,-1.6,48.83,4.42,3.69,-1.0,-4.0,jungle lane,49933,BRONZE,-0.25
Warwick,50.98,-0.41,48.83,11.00,10.91,27.0,12.558139534883729,jungle lane,124181,BRONZE,2.1499999999999986
Miss Fortune,50.86,-1.19,48.83,23.11,11.45,53.0,26.108374384236438,bottom lane,261023,BRONZE,2.030000000000001
Leona,50.67,-1.6,48.83,8.41,9.62,17.0,9.239130434782592,support lane,94921,BRONZE,1.8400000000000034
Kled,50.48,-1.81,48.83,0.96,0.68,2.0,1.2121212121212133,top lane,10864,BRONZE,1.6499999999999986
Vladimir,49.59,-0.75,48.83,2.32,2.72,2.0,2.6315789473684035,middle lane,26233,BRONZE,0.7600000000000051
Sett,51.07,-1.07,48.83,9.67,5.92,23.0,10.267857142857133,top lane,109155,BRONZE,2.240000000000002
Lillia,50.5,-1.95,48.83,3.47,2.15,6.0,3.5928143712574814,jungle lane,39162,BRONZE,1.6700000000000017
Teemo,50.83,-1.43,48.83,9.91,22.53,26.0,13.0,top lane,111942,BRONZE,2.0
Kog'Maw,51.28,-0.91,48.83,1.35,0.43,3.0,1.2244897959183658,bottom lane,15218,BRONZE,2.450000000000003
Brand,51.65,-1.52,48.83,6.74,12.03,22.0,7.801418439716311,support lane,76142,BRONZE,2.8200000000000003
Viego,49.03,-1.11,48.83,10.16,9.23,2.0,9.999999999999858,jungle lane,114733,BRONZE,0.20000000000000284
Samira,49.53,-1.43,48.83,6.15,13.57,5.0,7.142857142857114,bottom lane,69425,BRONZE,0.7000000000000028
Malphite,50.07,-1.02,48.83,6.56,13.19,9.0,7.2580645161290205,top lane,74040,BRONZE,1.240000000000002
Jhin,48.33,-1.55,48.83,14.10,5.31,-7.0,-14.0,bottom lane,159177,BRONZE,-0.5
Irelia,48.16,-1.25,48.83,3.33,9.20,-2.0,-2.985074626865664,top lane,37611,BRONZE,-0.6700000000000017
Vayne,48.27,-1.72,48.83,6.40,11.28,-4.0,-7.1428571428572045,bottom lane,72325,BRONZE,-0.5599999999999952
Kayn,49.45,-1.37,48.83,10.44,6.13,7.0,11.290322580645078,jungle lane,117854,BRONZE,0.6200000000000045
Ekko,49.16,-1.7,48.83,3.31,2.14,1.0,3.030303030303046,middle lane,37355,BRONZE,0.3299999999999983
Mordekaiser,51.13,-0.9,48.83,11.80,17.84,33.0,14.347826086956495,top lane,133201,BRONZE,2.3000000000000043
Yasuo,49.45,-1.54,48.83,12.31,21.29,10.0,16.1290322580644,middle lane,139051,BRONZE,0.6200000000000045
Draven,46.48,-1.11,48.83,2.54,6.51,-6.0,-2.5531914893617005,bottom lane,28739,BRONZE,-2.3500000000000014
Yone,49.68,-1.19,48.83,10.57,9.34,10.0,11.76470588235292,middle lane,119323,BRONZE,0.8500000000000014
Caitlyn,48.67,-1.5,48.83,20.85,31.16,-5.0,-31.250000000000668,bottom lane,235507,BRONZE,-0.1599999999999966
Jarvan IV,48.74,-1.9,48.83,2.95,0.62,0.0,0.0,jungle lane,33289,BRONZE,-0.0899999999999963
Twitch,49.01,-1.43,48.83,4.56,9.01,1.0,5.555555555555564,bottom lane,51453,BRONZE,0.17999999999999972
Rammus,52.54,-1.46,48.83,2.90,6.37,11.0,2.964959568733153,jungle lane,32780,BRONZE,3.710000000000001
Ashe,49.25,-1.06,48.83,16.54,9.57,8.0,19.04761904761897,bottom lane,186725,BRONZE,0.4200000000000017
Viktor,50.16,-1.68,48.83,3.08,1.78,4.0,3.007518796992485,middle lane,34733,BRONZE,1.3299999999999983
Bel'Veth,47.22,-0.95,48.83,1.19,0.88,-2.0,-1.2422360248447208,jungle lane,13398,BRONZE,-1.6099999999999994
Master Yi,49.29,-1.03,48.83,13.68,23.66,8.0,17.391304347826054,jungle lane,154523,BRONZE,0.46000000000000085
Anivia,48.49,-1.59,48.83,1.67,1.40,-1.0,-2.9411764705882675,middle lane,18894,BRONZE,-0.3399999999999963
Karma,47.98,-1.42,48.83,3.07,1.66,-3.0,-3.5294117647058765,support lane,34681,BRONZE,-0.8500000000000014
Urgot,50.05,-1.35,48.83,3.00,2.04,4.0,3.278688524590167,top lane,33850,BRONZE,1.2199999999999989
Lee Sin,45.42,-1.09,48.83,7.33,9.02,-27.0,-7.917888563049861,jungle lane,82725,BRONZE,-3.4099999999999966
Nautilus,48.53,-1.15,48.83,9.95,11.62,-3.0,-10.000000000000094,support lane,112331,BRONZE,-0.29999999999999716
Ziggs,51.02,-0.18,48.83,1.91,1.15,4.0,1.826484018264836,bottom lane,21537,BRONZE,2.190000000000005
Veigar,51.61,-1.42,48.83,9.16,6.23,27.0,9.712230215827335,middle lane,103447,BRONZE,2.780000000000001
Lux,49.91,-1.33,48.83,19.81,23.58,28.0,25.925925925925966,support lane,223711,BRONZE,1.0799999999999983
Ambessa,46.74,-0.45,48.83,1.58,2.83,-3.0,-1.435406698564596,jungle lane,17820,BRONZE,-2.0899999999999963
Olaf,48.04,-1.08,48.83,2.40,1.67,-2.0,-2.531645569620256,top lane,27111,BRONZE,-0.7899999999999991
Skarner,45.71,-0.75,48.83,0.64,0.16,-2.0,-0.6410256410256415,jungle lane,7171,BRONZE,-3.1199999999999974
Ahri,48.06,-0.92,48.83,10.52,5.08,-9.0,-11.68831168831175,middle lane,118831,BRONZE,-0.769999999999996
Yunara,46.63,-1.0,48.83,4.47,1.90,-10.0,-4.545454545454554,bottom lane,50422,BRONZE,-2.1999999999999957
Ezreal,46.0,-1.01,48.83,11.81,6.25,-36.0,-12.72084805653711,bottom lane,133350,BRONZE,-2.8299999999999983
Zed,47.51,-1.28,48.83,7.52,21.15,-13.0,-9.848484848484846,middle lane,84896,BRONZE,-1.3200000000000003
Thresh,47.85,-1.03,48.83,7.22,2.66,-7.0,-7.142857142857165,support lane,81523,BRONZE,-0.9799999999999969
Yorick,52.12,-1.9,48.83,6.50,15.95,25.0,7.598784194528878,top lane,73357,BRONZE,3.289999999999999
Nilah,50.93,-1.75,48.83,1.20,1.70,3.0,1.4285714285714277,bottom lane,13496,BRONZE,2.1000000000000014
Morgana,50.1,-1.3,48.83,12.26,24.98,21.0,16.5354330708661,support lane,138434,BRONZE,1.2700000000000031
Lissandra,48.57,-1.1,48.83,2.10,1.39,-1.0,-3.8461538461538756,middle lane,23765,BRONZE,-0.259999999999998
Lucian,45.47,-1.77,48.83,4.81,1.60,-16.0,-4.761904761904763,bottom lane,54327,BRONZE,-3.3599999999999994
Corki,45.95,-0.94,48.83,0.82,0.29,-2.0,-0.6944444444444455,bottom lane,9305,BRONZE,-2.8799999999999955
Kai'Sa,46.88,-1.35,48.83,9.82,2.14,-20.0,-10.256410256410279,bottom lane,110895,BRONZE,-1.9499999999999957
Kayle,49.53,-1.11,48.83,3.56,2.42,3.0,4.285714285714269,top lane,40185,BRONZE,0.7000000000000028
Amumu,51.9,-0.94,48.83,5.37,3.38,17.0,5.537459283387622,jungle lane,60603,BRONZE,3.0700000000000003
Taric,51.27,-1.28,48.83,0.98,0.25,2.0,0.8196721311475393,support lane,11015,BRONZE,2.440000000000005
Illaoi,51.1,-1.45,48.83,5.26,13.94,14.0,6.16740088105726,top lane,59436,BRONZE,2.270000000000003
Aphelios,47.88,-1.48,48.83,2.84,1.80,-3.0,-3.1578947368421195,bottom lane,32035,BRONZE,-0.9499999999999957
Gangplank,47.69,-0.77,48.83,1.85,1.46,-2.0,-1.7543859649122797,top lane,20932,BRONZE,-1.1400000000000006
Varus,46.18,-0.78,48.83,4.41,2.12,-12.0,-4.528301886792455,bottom lane,49753,BRONZE,-2.6499999999999986
Rek'Sai,44.83,-0.59,48.83,0.66,0.41,-3.0,-0.75,jungle lane,7404,BRONZE,-4.0
Sivir,47.28,-1.61,48.83,2.60,1.49,-4.0,-2.5806451612903274,bottom lane,29318,BRONZE,-1.5499999999999972
Kha'Zix,45.54,-0.57,48.83,3.23,1.72,-11.0,-3.343465045592706,jungle lane,36494,BRONZE,-3.289999999999999
Diana,49.76,-0.85,48.83,4.68,5.62,5.0,5.376344086021507,middle lane,52864,BRONZE,0.9299999999999997
Xayah,47.46,-1.32,48.83,2.81,0.57,-4.0,-2.9197080291970856,bottom lane,31695,BRONZE,-1.3699999999999974
Elise,46.75,-1.31,48.83,0.74,0.32,-2.0,-0.9615384615384623,jungle lane,8364,BRONZE,-2.0799999999999983
Pantheon,47.75,-1.0,48.83,4.93,2.47,-5.0,-4.629629629629637,support lane,55637,BRONZE,-1.0799999999999983
Talon,46.28,-1.09,48.83,2.27,1.10,-6.0,-2.352941176470591,middle lane,25660,BRONZE,-2.549999999999997
